	Unnamed: 0	type_of_house	living_space	number_of_rooms	rent	construction_year	street	zipcode	region	tag	latitude	longitude
796	796	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	50.122193200000005	50.122193200000005
797	797	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.12266029999999	50.12266029999999
798	798	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	50.122193200000005	50.122193200000005
799	799	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	50.11768970000001	50.11768970000001
800	800	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	50.119712799999995	50.119712799999995
801	801		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.115520000000004	50.115520000000004
802	802	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	50.1167958	50.1167958
803	803	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	50.1223606	50.1223606
804	804	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	50.116794	50.116794
805	805	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.12266029999999	50.12266029999999
806	806		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.115520000000004	50.115520000000004
807	807	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	50.1174939	50.1174939
808	808		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	50.1176404	50.1176404
809	809	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.115520000000004	50.115520000000004
810	810	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	50.11795120000001	50.11795120000001
811	811	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.1176404	50.1176404
812	812	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	50.1223606	50.1223606
813	813	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	50.1223606	50.1223606
814	814	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	50.122509	50.122509
815	815		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	50.1195267	50.1195267
816	816	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	50.122193200000005	50.122193200000005
817	817	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.12266029999999	50.12266029999999
818	818	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	50.122193200000005	50.122193200000005
819	819	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	50.11768970000001	50.11768970000001
820	820	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	50.119712799999995	50.119712799999995
821	821		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.115520000000004	50.115520000000004
822	822	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	50.1167958	50.1167958
823	823	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	50.1223606	50.1223606
824	824	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	50.116794	50.116794
825	825	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.12266029999999	50.12266029999999
826	826		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.115520000000004	50.115520000000004
827	827	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	50.1174939	50.1174939
828	828		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	50.1176404	50.1176404
829	829	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.115520000000004	50.115520000000004
830	830	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	50.11795120000001	50.11795120000001
831	831	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.1176404	50.1176404
832	832	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	50.1223606	50.1223606
833	833	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	50.1223606	50.1223606
834	834	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	50.122509	50.122509
835	835		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	50.1195267	50.1195267
836	836	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	50.122193200000005	50.122193200000005
837	837	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.12266029999999	50.12266029999999
838	838	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	50.122193200000005	50.122193200000005
839	839	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	50.11768970000001	50.11768970000001
840	840	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	50.119712799999995	50.119712799999995
841	841		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.115520000000004	50.115520000000004
842	842	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	50.1167958	50.1167958
843	843	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	50.1223606	50.1223606
844	844	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	50.116794	50.116794
845	845	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.12266029999999	50.12266029999999
846	846		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.115520000000004	50.115520000000004
847	847	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	50.1174939	50.1174939
848	848		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	50.1176404	50.1176404
849	849	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.115520000000004	50.115520000000004
850	850	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	50.11795120000001	50.11795120000001
851	851	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.1176404	50.1176404
852	852	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	50.1223606	50.1223606
853	853	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	50.1223606	50.1223606
854	854	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	50.122509	50.122509
855	855		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	50.1195267	50.1195267
856	856	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	50.122193200000005	50.122193200000005
857	857	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.12266029999999	50.12266029999999
858	858	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	50.122193200000005	50.122193200000005
859	859	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	50.11768970000001	50.11768970000001
860	860	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	50.119712799999995	50.119712799999995
861	861		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.115520000000004	50.115520000000004
862	862	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	50.1167958	50.1167958
863	863	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	50.1223606	50.1223606
864	864	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	50.116794	50.116794
865	865	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.12266029999999	50.12266029999999
866	866		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.115520000000004	50.115520000000004
867	867	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	50.1174939	50.1174939
868	868		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	50.1176404	50.1176404
869	869	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.115520000000004	50.115520000000004
870	870	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	50.11795120000001	50.11795120000001
871	871	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.1176404	50.1176404
872	872	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	50.1223606	50.1223606
873	873	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	50.1223606	50.1223606
874	874	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	50.122509	50.122509
875	875		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	50.1195267	50.1195267
876	876	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	50.122193200000005	50.122193200000005
877	877	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.12266029999999	50.12266029999999
878	878	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	50.122193200000005	50.122193200000005
879	879	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	50.11768970000001	50.11768970000001
880	880	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	50.119712799999995	50.119712799999995
881	881		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.115520000000004	50.115520000000004
882	882	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	50.1167958	50.1167958
883	883	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	50.1223606	50.1223606
884	884	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	50.116794	50.116794
885	885	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.12266029999999	50.12266029999999
886	886		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.115520000000004	50.115520000000004
887	887	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	50.1174939	50.1174939
888	888		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	50.1176404	50.1176404
889	889	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.115520000000004	50.115520000000004
890	890	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	50.11795120000001	50.11795120000001
891	891	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.1176404	50.1176404
892	892	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	50.1223606	50.1223606
893	893	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	50.1223606	50.1223606
894	894	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	50.122509	50.122509
895	895		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	50.1195267	50.1195267
896	896	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	50.122193200000005	50.122193200000005
897	897	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.12266029999999	50.12266029999999
898	898	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	50.122193200000005	50.122193200000005
899	899	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	50.11768970000001	50.11768970000001
900	900	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	50.119712799999995	50.119712799999995
901	901		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.115520000000004	50.115520000000004
902	902	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	50.1167958	50.1167958
903	903	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	50.1223606	50.1223606
904	904	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	50.116794	50.116794
905	905	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.12266029999999	50.12266029999999
906	906		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.115520000000004	50.115520000000004
907	907	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	50.1174939	50.1174939
908	908		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	50.1176404	50.1176404
909	909	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.115520000000004	50.115520000000004
910	910	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	50.11795120000001	50.11795120000001
911	911	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.1176404	50.1176404
912	912	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	50.1223606	50.1223606
913	913	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	50.1223606	50.1223606
914	914	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	50.122509	50.122509
915	915		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	50.1195267	50.1195267
916	916	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	50.122193200000005	50.122193200000005
917	917	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.12266029999999	50.12266029999999
918	918	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	50.122193200000005	50.122193200000005
919	919	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	50.11768970000001	50.11768970000001
920	920	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	50.119712799999995	50.119712799999995
921	921		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.115520000000004	50.115520000000004
922	922	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	50.1167958	50.1167958
923	923	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	50.1223606	50.1223606
924	924	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	50.116794	50.116794
925	925	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.12266029999999	50.12266029999999
926	926		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.115520000000004	50.115520000000004
927	927	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	50.1174939	50.1174939
928	928		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	50.1176404	50.1176404
929	929	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.115520000000004	50.115520000000004
930	930	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	50.11795120000001	50.11795120000001
931	931	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.1176404	50.1176404
932	932	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	50.1223606	50.1223606
933	933	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	50.1223606	50.1223606
934	934	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	50.122509	50.122509
935	935		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	50.1195267	50.1195267
936	936	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	50.122193200000005	50.122193200000005
937	937	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.12266029999999	50.12266029999999
938	938	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	50.122193200000005	50.122193200000005
939	939	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	50.11768970000001	50.11768970000001
940	940	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	50.119712799999995	50.119712799999995
941	941		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.115520000000004	50.115520000000004
942	942	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	50.1167958	50.1167958
